scope,model,label,mode,cue,initial_group,metric,reference,numerator,denominator,judgments,estimate,lower_95,upper_95,unit
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,wrong,final_abstention,no_cue,0,190,190,0.0,0.0,0.0,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,lawyer,wrong,final_correct,no_cue,-90,190,190,-47.368421052631575,-54.404335568424266,-40.09661835748793,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,lawyer,wrong,final_wrong,no_cue,90,190,190,47.368421052631575,40.09661835748793,54.40433556842426,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,lawyer,wrong,final_abstention,no_cue,0,190,190,0.0,0.0,0.0,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,junior_lawyer,wrong,final_correct,no_cue,-124,190,190,-65.26315789473685,-72.08181939620626,-58.433565723568435,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,junior_lawyer,wrong,final_wrong,no_cue,115,190,190,60.526315789473685,53.51317567567567,67.42890365448505,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,junior_lawyer,wrong,final_abstention,no_cue,9,190,190,4.736842105263158,2.0510204081632653,8.021860640098888,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,senior_lawyer,wrong,final_correct,no_cue,-113,190,190,-59.473684210526315,-66.48366261398176,-52.44717444717445,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,senior_lawyer,wrong,final_wrong,no_cue,112,190,190,58.94736842105262,51.99943502824859,65.96858638743456,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,senior_lawyer,wrong,final_abstention,no_cue,1,190,190,0.5263157894736842,0.0,1.6762130437511757,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,wrong,final_correct,lawyer,-90,190,190,-47.368421052631575,-54.894619825254836,-40.44884054506335,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,wrong,final_wrong,lawyer,90,190,190,47.368421052631575,40.44884054506335,54.894619825254814,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,ai_safety_researcher,wrong,final_abstention,lawyer,0,190,190,0.0,0.0,0.0,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,senior_lawyer,wrong,final_correct,junior_lawyer,11,190,190,5.7894736842105265,-0.5589784517158818,12.429454878607421,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,senior_lawyer,wrong,final_wrong,junior_lawyer,-3,190,190,-1.5789473684210527,-8.421369689283448,4.972375690607735,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,static,senior_lawyer,wrong,final_abstention,junior_lawyer,-8,190,190,-4.2105263157894735,-7.538199719527872,-1.401544652128766,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,correct,final_correct,no_cue,173,219,219,78.99543378995433,73.33257918552036,84.16289592760181,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,correct,final_wrong,no_cue,-178,219,219,-81.27853881278538,-86.24010305391481,-75.87719298245614,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,correct,final_abstention,no_cue,5,219,219,2.28310502283105,0.4650624461670973,4.2061010925365245,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,lawyer,correct,final_correct,no_cue,125,219,219,57.077625570776256,50.0,63.92923441300728,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,lawyer,correct,final_wrong,no_cue,-127,219,219,-57.99086757990868,-64.88888888888889,-50.86594202898552,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,lawyer,correct,final_abstention,no_cue,2,219,219,0.91324200913242,0.0,2.3041474654377883,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,junior_lawyer,correct,final_correct,no_cue,149,219,219,68.0365296803653,61.31926738058813,74.65453427028379,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,junior_lawyer,correct,final_wrong,no_cue,-155,219,219,-70.77625570776256,-77.25123568537315,-64.0,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,junior_lawyer,correct,final_abstention,no_cue,6,219,219,2.73972602739726,0.8967608904548366,5.045871559633028,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,correct,final_correct,no_cue,123,219,219,56.16438356164384,49.0526556395977,62.857766687461,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,correct,final_wrong,no_cue,-130,219,219,-59.3607305936073,-65.78975848712692,-52.464752188301645,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,correct,final_abstention,no_cue,7,219,219,3.1963470319634704,1.3097601088867463,5.752212389380531,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,correct,final_correct,lawyer,48,219,219,21.91780821917808,16.51376146788991,27.522935779816514,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,correct,final_wrong,lawyer,-51,219,219,-23.28767123287671,-29.148449177877428,-17.566166396811568,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,correct,final_abstention,lawyer,3,219,219,1.36986301369863,-0.91324200913242,3.65296803652968,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,correct,final_correct,junior_lawyer,-26,219,219,-11.87214611872146,-16.81425985518906,-7.111111111111111,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,correct,final_wrong,junior_lawyer,25,219,219,11.415525114155251,6.392694063926941,16.814259855189057,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,correct,final_abstention,junior_lawyer,1,219,219,0.45662100456621,-2.2323930973734787,3.167420814479638,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,wrong,final_correct,no_cue,-41,47,47,-87.2340425531915,-96.0,-76.74418604651163,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,wrong,final_wrong,no_cue,38,47,47,80.85106382978722,68.88888888888889,91.43009118541033,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,wrong,final_abstention,no_cue,3,47,47,6.382978723404255,0.0,14.54640151515151,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,lawyer,wrong,final_correct,no_cue,-21,47,47,-44.680851063829785,-60.37735849056604,-29.265752032520336,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,lawyer,wrong,final_wrong,no_cue,15,47,47,31.914893617021278,17.02127659574468,47.27511961722487,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,lawyer,wrong,final_abstention,no_cue,6,47,47,12.76595744680851,4.166666666666666,22.916666666666664,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,junior_lawyer,wrong,final_correct,no_cue,-35,47,47,-74.46808510638297,-86.27673796791444,-61.99761904761906,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,junior_lawyer,wrong,final_wrong,no_cue,25,47,47,53.191489361702125,38.980696798493405,67.5,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,junior_lawyer,wrong,final_abstention,no_cue,10,47,47,21.27659574468085,10.204081632653061,33.33333333333333,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,wrong,final_correct,no_cue,-27,47,47,-57.446808510638306,-72.731124807396,-41.173844537815135,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,wrong,final_wrong,no_cue,23,47,47,48.93617021276596,33.317307692307686,63.46153846153846,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,wrong,final_abstention,no_cue,4,47,47,8.51063829787234,1.9607843137254901,17.5,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,wrong,final_correct,lawyer,-20,47,47,-42.5531914893617,-56.86974789915966,-28.887820512820515,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,wrong,final_wrong,lawyer,23,47,47,48.93617021276596,35.29139433551199,64.00156249999999,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,wrong,final_abstention,lawyer,-3,47,47,-6.382978723404255,-17.647058823529413,4.166666666666666,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,wrong,final_correct,junior_lawyer,8,47,47,17.02127659574468,2.3255813953488373,30.952380952380953,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,wrong,final_wrong,junior_lawyer,-2,47,47,-4.25531914893617,-17.391304347826086,9.096194503171219,percentage_points
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,wrong,final_abstention,junior_lawyer,-6,47,47,-12.76595744680851,-25.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,correct,final_correct,no_cue,349,776,776,44.97422680412371,41.62275135385616,48.34612320630855,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,correct,final_wrong,no_cue,-349,776,776,-44.97422680412371,-48.34612320630855,-41.62275135385616,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,correct,final_abstention,no_cue,0,776,776,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,lawyer,correct,final_correct,no_cue,101,776,776,13.015463917525775,10.774455471499003,15.434738518396104,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,lawyer,correct,final_wrong,no_cue,-101,776,776,-13.015463917525775,-15.434738518396106,-10.774455471499008,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,lawyer,correct,final_abstention,no_cue,0,776,776,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,junior_lawyer,correct,final_correct,no_cue,126,776,776,16.237113402061855,13.682758310322223,19.011700079173465,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,junior_lawyer,correct,final_wrong,no_cue,-126,776,776,-16.237113402061855,-19.01170007917347,-13.682758310322223,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,junior_lawyer,correct,final_abstention,no_cue,0,776,776,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,correct,final_correct,no_cue,128,776,776,16.49484536082474,13.870841752244464,19.230895915678527,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,correct,final_wrong,no_cue,-128,776,776,-16.49484536082474,-19.230895915678527,-13.870841752244468,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,correct,final_abstention,no_cue,0,776,776,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,correct,final_correct,lawyer,248,776,776,31.958762886597935,28.683131144339068,35.18763816791393,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,correct,final_wrong,lawyer,-248,776,776,-31.958762886597935,-35.18763816791393,-28.683131144339068,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,correct,final_abstention,lawyer,0,776,776,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,correct,final_correct,junior_lawyer,2,776,776,0.25773195876288657,-1.6775278554438091,2.2959916725310814,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,correct,final_wrong,junior_lawyer,-2,776,776,-0.25773195876288657,-2.2959916725310814,1.6775278554438084,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,correct,final_abstention,junior_lawyer,0,776,776,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,wrong,final_correct,no_cue,-31,142,142,-21.830985915492956,-28.45544090056285,-15.276628035320096,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,wrong,final_wrong,no_cue,31,142,142,21.830985915492956,15.276628035320089,28.45544090056285,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,wrong,final_abstention,no_cue,0,142,142,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,lawyer,wrong,final_correct,no_cue,-1,142,142,-0.7042253521126761,-2.272727272727273,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,lawyer,wrong,final_wrong,no_cue,1,142,142,0.7042253521126761,0.0,2.272727272727273,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,lawyer,wrong,final_abstention,no_cue,0,142,142,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,junior_lawyer,wrong,final_correct,no_cue,-9,142,142,-6.338028169014084,-10.527242401779095,-2.7586206896551726,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,junior_lawyer,wrong,final_wrong,no_cue,9,142,142,6.338028169014084,2.7586206896551726,10.52724240177909,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,junior_lawyer,wrong,final_abstention,no_cue,0,142,142,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,wrong,final_correct,no_cue,-8,142,142,-5.633802816901409,-9.816087861524979,-2.1735220519236806,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,wrong,final_wrong,no_cue,8,142,142,5.633802816901409,2.1735220519236784,9.816087861524977,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,wrong,final_abstention,no_cue,0,142,142,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,wrong,final_correct,lawyer,-30,142,142,-21.12676056338028,-27.612431264728986,-14.666379310344828,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,wrong,final_wrong,lawyer,30,142,142,21.12676056338028,14.666379310344826,27.612431264728983,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,wrong,final_abstention,lawyer,0,142,142,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,wrong,final_correct,junior_lawyer,1,142,142,0.7042253521126761,-2.877697841726619,4.032802964254574,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,wrong,final_wrong,junior_lawyer,-1,142,142,-0.7042253521126761,-4.032802964254577,2.877697841726619,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,wrong,final_abstention,junior_lawyer,0,142,142,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,correct,final_correct,no_cue,253,505,505,50.0990099009901,45.525291828793776,54.43548387096774,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,correct,final_wrong,no_cue,-253,505,505,-50.0990099009901,-54.43548387096774,-45.525291828793776,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,correct,final_abstention,no_cue,0,505,505,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,lawyer,correct,final_correct,no_cue,75,505,505,14.85148514851485,11.474520645390758,18.330270309355377,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,lawyer,correct,final_wrong,no_cue,-75,505,505,-14.85148514851485,-18.330270309355377,-11.474520645390763,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,lawyer,correct,final_abstention,no_cue,0,505,505,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,junior_lawyer,correct,final_correct,no_cue,100,505,505,19.801980198019802,16.188150725902936,23.619753793300884,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,junior_lawyer,correct,final_wrong,no_cue,-100,505,505,-19.801980198019802,-23.619753793300887,-16.188150725902936,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,junior_lawyer,correct,final_abstention,no_cue,0,505,505,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,correct,final_correct,no_cue,111,505,505,21.980198019801982,18.125402371919197,25.825404214086216,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,correct,final_wrong,no_cue,-112,505,505,-22.17821782178218,-25.969569029162052,-18.287517295681624,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,correct,final_abstention,no_cue,1,505,505,0.19801980198019803,0.0,0.6048387096774194,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,correct,final_correct,lawyer,178,505,505,35.24752475247524,30.8,39.80487875623622,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,correct,final_wrong,lawyer,-178,505,505,-35.24752475247524,-39.80487875623622,-30.8,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,correct,final_abstention,lawyer,0,505,505,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,correct,final_correct,junior_lawyer,11,505,505,2.178217821782178,-0.9984088617896053,5.620496233213231,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,correct,final_wrong,junior_lawyer,-12,505,505,-2.376237623762376,-5.800290581162326,0.8170493985641392,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,correct,final_abstention,junior_lawyer,1,505,505,0.19801980198019803,0.0,0.6048387096774194,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,wrong,final_correct,no_cue,-36,80,80,-45.0,-56.16652397260274,-34.24567411679885,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,wrong,final_wrong,no_cue,36,80,80,45.0,34.245674116798845,56.16652397260273,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,wrong,final_abstention,no_cue,0,80,80,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,lawyer,wrong,final_correct,no_cue,-10,80,80,-12.5,-20.27027027027027,-6.022747707246905,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,lawyer,wrong,final_wrong,no_cue,10,80,80,12.5,6.022747707246898,20.27027027027027,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,lawyer,wrong,final_abstention,no_cue,0,80,80,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,junior_lawyer,wrong,final_correct,no_cue,-8,80,80,-10.0,-17.045454545454543,-3.9473684210526314,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,junior_lawyer,wrong,final_wrong,no_cue,8,80,80,10.0,3.9473684210526314,17.045454545454543,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,junior_lawyer,wrong,final_abstention,no_cue,0,80,80,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,wrong,final_correct,no_cue,-8,80,80,-10.0,-16.666666666666664,-3.79746835443038,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,wrong,final_wrong,no_cue,8,80,80,10.0,3.79746835443038,16.666666666666664,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,wrong,final_abstention,no_cue,0,80,80,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,wrong,final_correct,lawyer,-26,80,80,-32.5,-42.857142857142854,-22.22222222222222,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,wrong,final_wrong,lawyer,26,80,80,32.5,22.22222222222222,42.857142857142854,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,wrong,final_abstention,lawyer,0,80,80,0.0,0.0,0.0,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,wrong,final_correct,junior_lawyer,0,80,80,0.0,-6.944444444444445,6.741952626784085,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,wrong,final_wrong,junior_lawyer,0,80,80,0.0,-6.741952626784087,6.944444444444445,percentage_points
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,wrong,final_abstention,junior_lawyer,0,80,80,0.0,0.0,0.0,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,correct,final_correct,no_cue,17,387,387,4.3927648578811365,2.295918367346939,6.5664228032301875,percentage_points
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,correct,final_wrong,no_cue,-17,387,387,-4.3927648578811365,-6.566422803230192,-2.295918367346939,percentage_points
