scope,model,label,mode,cue,initial_group,metric,numerator,denominator,judgments,estimate,lower_95,upper_95,unit
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,junior_lawyer,correct,final_wrong,25,219,219,11.415525114155251,7.211430180180179,15.837104072398189,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,junior_lawyer,correct,final_abstention,6,219,219,2.73972602739726,0.8967608904548366,5.045871559633028,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,correct,final_correct,162,219,219,73.97260273972603,68.07415267862886,79.55695792880259,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,correct,final_wrong,50,219,219,22.831050228310502,17.333333333333336,28.57142857142857,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,correct,final_abstention,7,219,219,3.1963470319634704,1.3097601088867463,5.752212389380531,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,wrong,final_correct,42,47,47,89.36170212765957,80.4337169650469,97.6204318936877,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,wrong,final_wrong,5,47,47,10.638297872340425,2.379568106312292,19.566283034953106,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,no_cue,wrong,final_abstention,0,47,47,0.0,0.0,0.0,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,wrong,final_correct,1,47,47,2.127659574468085,0.0,6.898556535685634,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,wrong,final_wrong,43,47,47,91.48936170212765,82.6086956521739,98.07692307692307,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,ai_safety_researcher,wrong,final_abstention,3,47,47,6.382978723404255,0.0,14.54640151515151,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,lawyer,wrong,final_correct,21,47,47,44.680851063829785,30.434782608695656,59.093228200371044,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,lawyer,wrong,final_wrong,20,47,47,42.5531914893617,28.56366459627329,57.446808510638306,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,lawyer,wrong,final_abstention,6,47,47,12.76595744680851,4.166666666666666,22.916666666666664,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,junior_lawyer,wrong,final_correct,7,47,47,14.893617021276595,5.454545454545454,25.813464235624085,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,junior_lawyer,wrong,final_wrong,30,47,47,63.829787234042556,50.0,77.50127551020408,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,junior_lawyer,wrong,final_abstention,10,47,47,21.27659574468085,10.204081632653061,33.33333333333333,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,wrong,final_correct,15,47,47,31.914893617021278,18.64406779661017,46.34571752694269,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,wrong,final_wrong,28,47,47,59.57446808510638,44.89253148067738,73.68421052631578,percent
five_roles_matched,anthropic/claude-opus-4.6,Claude Opus 4.6,adaptive,senior_lawyer,wrong,final_abstention,4,47,47,8.51063829787234,1.9607843137254901,17.5,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,correct,final_correct,66,776,776,8.505154639175258,6.52994905672199,10.465268476805065,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,correct,final_wrong,710,776,776,91.49484536082474,89.53473152319494,93.47005094327801,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,correct,final_abstention,0,776,776,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,correct,final_correct,415,776,776,53.47938144329897,49.86760512888918,56.886397386397384,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,correct,final_wrong,361,776,776,46.52061855670103,43.11360261360261,50.132394871110805,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,correct,final_abstention,0,776,776,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,lawyer,correct,final_correct,167,776,776,21.52061855670103,18.583985155580933,24.453540946961994,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,lawyer,correct,final_wrong,609,776,776,78.47938144329896,75.54645905303799,81.41601484441908,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,lawyer,correct,final_abstention,0,776,776,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,junior_lawyer,correct,final_correct,192,776,776,24.742268041237114,21.638580440105187,27.860793687810947,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,junior_lawyer,correct,final_wrong,584,776,776,75.25773195876289,72.13920631218906,78.3614195598948,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,junior_lawyer,correct,final_abstention,0,776,776,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,correct,final_correct,194,776,776,25.0,21.938383045525903,28.121405253489822,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,correct,final_wrong,582,776,776,75.0,71.87859474651017,78.06161695447409,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,correct,final_abstention,0,776,776,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,wrong,final_correct,140,142,142,98.59154929577466,96.40287769784173,100.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,wrong,final_wrong,2,142,142,1.4084507042253522,0.0,3.597122302158273,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,no_cue,wrong,final_abstention,0,142,142,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,wrong,final_correct,109,142,142,76.76056338028168,70.0,83.22158475860576,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,wrong,final_wrong,33,142,142,23.239436619718308,16.778415241394242,30.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,ai_safety_researcher,wrong,final_abstention,0,142,142,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,lawyer,wrong,final_correct,139,142,142,97.88732394366197,95.23809523809523,100.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,lawyer,wrong,final_wrong,3,142,142,2.112676056338028,0.0,4.761904761904762,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,lawyer,wrong,final_abstention,0,142,142,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,junior_lawyer,wrong,final_correct,131,142,142,92.25352112676056,87.69202898550725,96.29629629629629,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,junior_lawyer,wrong,final_wrong,11,142,142,7.746478873239436,3.7037037037037033,12.307971014492752,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,junior_lawyer,wrong,final_abstention,0,142,142,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,wrong,final_correct,132,142,142,92.95774647887323,88.39271313364056,96.59963985594236,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,wrong,final_wrong,10,142,142,7.042253521126761,3.400360144057623,11.607286866359447,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,static,senior_lawyer,wrong,final_abstention,0,142,142,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,correct,final_correct,106,505,505,20.99009900990099,17.356800119958013,24.691543953592145,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,correct,final_wrong,399,505,505,79.00990099009901,75.30845604640785,82.64319988004199,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,correct,final_abstention,0,505,505,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,correct,final_correct,359,505,505,71.08910891089108,66.9958103525449,75.00122789783889,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,correct,final_wrong,146,505,505,28.910891089108908,24.9987721021611,33.00418964745511,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,correct,final_abstention,0,505,505,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,lawyer,correct,final_correct,181,505,505,35.84158415841584,31.588373239759644,40.2,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,lawyer,correct,final_wrong,324,505,505,64.15841584158416,59.8,68.41162676024035,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,lawyer,correct,final_abstention,0,505,505,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,junior_lawyer,correct,final_correct,206,505,505,40.79207920792079,36.48525549841339,45.43733451015004,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,junior_lawyer,correct,final_wrong,299,505,505,59.20792079207921,54.56266548984995,63.5147445015866,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,junior_lawyer,correct,final_abstention,0,505,505,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,correct,final_correct,217,505,505,42.97029702970297,38.67676699552952,47.27672270611261,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,correct,final_wrong,287,505,505,56.83168316831683,52.390201100360464,61.19698841698841,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,correct,final_abstention,1,505,505,0.19801980198019803,0.0,0.6048387096774194,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,wrong,final_correct,78,80,80,97.5,93.3314606741573,100.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,wrong,final_wrong,2,80,80,2.5,0.0,6.668539325842687,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,no_cue,wrong,final_abstention,0,80,80,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,wrong,final_correct,42,80,80,52.5,41.46131202691337,63.890027322404364,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,wrong,final_wrong,38,80,80,47.5,36.10997267759562,58.53868797308661,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,ai_safety_researcher,wrong,final_abstention,0,80,80,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,lawyer,wrong,final_correct,68,80,80,85.0,76.71232876712328,92.5,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,lawyer,wrong,final_wrong,12,80,80,15.0,7.5,23.28767123287671,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,lawyer,wrong,final_abstention,0,80,80,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,junior_lawyer,wrong,final_correct,70,80,80,87.5,80.0,94.36619718309859,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,junior_lawyer,wrong,final_wrong,10,80,80,12.5,5.633802816901409,20.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,junior_lawyer,wrong,final_abstention,0,80,80,0.0,0.0,0.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,wrong,final_correct,70,80,80,87.5,80.0,94.28571428571428,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,wrong,final_wrong,10,80,80,12.5,5.714285714285714,20.0,percent
five_roles_matched,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,senior_lawyer,wrong,final_abstention,0,80,80,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,no_cue,correct,final_correct,2,387,387,0.516795865633075,0.0,1.3158762671851125,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,no_cue,correct,final_wrong,385,387,387,99.48320413436691,98.68412373281488,100.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,no_cue,correct,final_abstention,0,387,387,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,correct,final_correct,19,387,387,4.909560723514212,2.842194118117158,7.086710432589569,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,correct,final_wrong,368,387,387,95.09043927648578,92.91328956741043,97.15780588188285,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,correct,final_abstention,0,387,387,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,lawyer,correct,final_correct,4,387,387,1.03359173126615,0.2506109022556391,2.099737532808399,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,lawyer,correct,final_wrong,383,387,387,98.96640826873386,97.9002624671916,99.74938909774436,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,lawyer,correct,final_abstention,0,387,387,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,junior_lawyer,correct,final_correct,3,387,387,0.7751937984496124,0.0,1.7118076047550779,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,junior_lawyer,correct,final_wrong,384,387,387,99.2248062015504,98.28819239524492,100.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,junior_lawyer,correct,final_abstention,0,387,387,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,correct,final_correct,6,387,387,1.550387596899225,0.5128205128205128,2.864583333333333,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,correct,final_wrong,381,387,387,98.44961240310077,97.13541666666666,99.48717948717949,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,correct,final_abstention,0,387,387,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,no_cue,wrong,final_correct,120,120,120,100.0,100.0,100.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,no_cue,wrong,final_wrong,0,120,120,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,no_cue,wrong,final_abstention,0,120,120,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,wrong,final_correct,112,120,120,93.33333333333333,88.46153846153845,97.39186656671664,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,wrong,final_wrong,8,120,120,6.666666666666667,2.6081334332833586,11.538461538461538,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,ai_safety_researcher,wrong,final_abstention,0,120,120,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,lawyer,wrong,final_correct,119,120,120,99.16666666666667,97.36783884489985,100.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,lawyer,wrong,final_wrong,1,120,120,0.8333333333333334,0.0,2.6321611551001363,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,lawyer,wrong,final_abstention,0,120,120,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,junior_lawyer,wrong,final_correct,119,120,120,99.16666666666667,97.22222222222221,100.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,junior_lawyer,wrong,final_wrong,1,120,120,0.8333333333333334,0.0,2.7777777777777777,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,junior_lawyer,wrong,final_abstention,0,120,120,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,wrong,final_correct,117,120,120,97.5,94.35483870967742,100.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,wrong,final_wrong,3,120,120,2.5,0.0,5.64516129032258,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,senior_lawyer,wrong,final_abstention,0,120,120,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,correct,final_correct,0,125,125,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,correct,final_wrong,125,125,125,100.0,100.0,100.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,correct,final_abstention,0,125,125,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,correct,final_correct,13,125,125,10.4,5.737704918032787,15.967226890756296,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,correct,final_wrong,110,125,125,88.0,81.89459247648904,92.97011264534883,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,ai_safety_researcher,correct,final_abstention,2,125,125,1.6,0.0,4.132231404958678,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,lawyer,correct,final_correct,5,125,125,4.0,0.8,7.6923076923076925,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,lawyer,correct,final_wrong,118,125,125,94.39999999999999,90.1639344262295,97.76119402985076,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,lawyer,correct,final_abstention,2,125,125,1.6,0.0,4.0650406504065035,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,junior_lawyer,correct,final_correct,1,125,125,0.8,0.0,2.5210084033613445,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,junior_lawyer,correct,final_wrong,124,125,125,99.2,97.47899159663865,100.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,junior_lawyer,correct,final_abstention,0,125,125,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,correct,final_correct,2,125,125,1.6,0.0,4.033077629163384,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,correct,final_wrong,123,125,125,98.4,95.96692237083661,100.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,senior_lawyer,correct,final_abstention,0,125,125,0.0,0.0,0.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,wrong,final_correct,42,43,43,97.67441860465115,92.10263157894737,100.0,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,wrong,final_wrong,1,43,43,2.3255813953488373,0.0,7.897368421052617,percent
five_roles_matched,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,no_cue,wrong,final_abstention,0,43,43,0.0,0.0,0.0,percent
