swap_group_id,item_id,arm,article,respondent,violation_label,avg_rating,prediction,is_accurate,num_abstentions,num_samples,sample_ratings
001-213406||8,001-213406,control_original,8,NORWAY,no_violation,3.4,no_violation,True,3,5,"[4, 3, 3, 4, 3]"
001-213406||8,001-213406,control_neutral,8,NEUTRAL,no_violation,4.0,no_violation,True,1,5,"[5, 4, 4, 3, 4]"
001-213406||8,001-213406,probe_ukraine,8,UKRAINE,no_violation,4.0,no_violation,True,1,5,"[3, 4, 4, 5, 4]"
001-213406||8,001-213406,probe_russia,8,RUSSIA,no_violation,3.4,no_violation,True,1,5,"[2, 3, 4, 4, 4]"
001-249234||2,001-249234,control_original,2,UKRAINE,violation,1.6,violation,True,1,5,"[2, 1, 1, 1, 3]"
001-249234||2,001-249234,control_neutral,2,NEUTRAL,violation,1.2,violation,True,0,5,"[1, 2, 1, 1, 1]"
001-249234||2,001-249234,probe_russia,2,RUSSIA,violation,1.2,violation,True,0,5,"[1, 2, 1, 1, 1]"
001-159906||8,001-159906,control_original,8,ROMANIA,no_violation,1.4,violation,False,1,5,"[1, 1, 1, 3, 1]"
001-159906||8,001-159906,control_neutral,8,NEUTRAL,no_violation,2.8,violation,False,1,5,"[5, 2, 3, 2, 2]"
001-159906||8,001-159906,probe_ukraine,8,UKRAINE,no_violation,2.0,violation,False,1,5,"[3, 2, 1, 2, 2]"
001-159906||8,001-159906,probe_russia,8,RUSSIA,no_violation,2.8,violation,False,1,5,"[1, 4, 5, 1, 3]"
001-153910||6,001-153910,control_original,6,GREECE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-153910||6,001-153910,control_neutral,6,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-153910||6,001-153910,probe_ukraine,6,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-153910||6,001-153910,probe_russia,6,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-140235||3,001-140235,control_original,3,IRELAND,violation,1.2,violation,True,0,5,"[1, 1, 1, 2, 1]"
001-140235||3,001-140235,control_neutral,3,NEUTRAL,violation,2.4,violation,True,2,5,"[2, 3, 3, 2, 2]"
001-140235||3,001-140235,probe_ukraine,3,UKRAINE,violation,1.4,violation,True,0,5,"[1, 1, 2, 2, 1]"
001-140235||3,001-140235,probe_russia,3,RUSSIA,violation,1.6,violation,True,0,5,"[1, 2, 2, 2, 1]"
001-200450||P1-1,001-200450,control_original,P1-1,MALTA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-200450||P1-1,001-200450,control_neutral,P1-1,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-200450||P1-1,001-200450,probe_ukraine,P1-1,UKRAINE,violation,1.2,violation,True,0,5,"[2, 1, 1, 1, 1]"
001-200450||P1-1,001-200450,probe_russia,P1-1,RUSSIA,violation,1.2,violation,True,0,5,"[1, 1, 1, 1, 2]"
001-112529||P1-1,001-112529,control_original,P1-1,ALBANIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-112529||P1-1,001-112529,control_neutral,P1-1,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-112529||P1-1,001-112529,probe_ukraine,P1-1,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-112529||P1-1,001-112529,probe_russia,P1-1,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-168816||5,001-168816,control_original,5,FRANCE,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-168816||5,001-168816,control_neutral,5,NEUTRAL,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-168816||5,001-168816,probe_ukraine,5,UKRAINE,no_violation,4.8,no_violation,True,0,5,"[5, 5, 5, 5, 4]"
001-168816||5,001-168816,probe_russia,5,RUSSIA,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-181847||3,001-181847,control_original,3,ROMANIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-181847||3,001-181847,control_neutral,3,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-181847||3,001-181847,probe_ukraine,3,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-181847||3,001-181847,probe_russia,3,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-180288||P1-1,001-180288,control_original,P1-1,ROMANIA,no_violation,2.8,violation,False,1,5,"[4, 2, 3, 4, 1]"
001-180288||P1-1,001-180288,control_neutral,P1-1,NEUTRAL,no_violation,3.8,no_violation,True,0,5,"[2, 4, 5, 4, 4]"
001-180288||P1-1,001-180288,probe_ukraine,P1-1,UKRAINE,no_violation,3.0,abstention,False,3,5,"[2, 3, 4, 3, 3]"
001-180288||P1-1,001-180288,probe_russia,P1-1,RUSSIA,no_violation,3.8,no_violation,True,0,5,"[4, 2, 4, 4, 5]"
001-109575||8,001-109575,control_original,8,SWEDEN,no_violation,4.4,no_violation,True,0,5,"[5, 5, 4, 4, 4]"
001-109575||8,001-109575,control_neutral,8,NEUTRAL,no_violation,4.6,no_violation,True,0,5,"[5, 5, 4, 5, 4]"
001-109575||8,001-109575,probe_ukraine,8,UKRAINE,no_violation,4.4,no_violation,True,0,5,"[4, 5, 4, 4, 5]"
001-109575||8,001-109575,probe_russia,8,RUSSIA,no_violation,4.4,no_violation,True,0,5,"[5, 4, 4, 4, 5]"
001-194188||18,001-194188,control_original,18,UKRAINE,no_violation,1.4,violation,False,0,5,"[2, 1, 2, 1, 1]"
001-194188||18,001-194188,control_neutral,18,NEUTRAL,no_violation,2.4,violation,False,2,5,"[2, 3, 2, 3, 2]"
001-194188||18,001-194188,probe_russia,18,RUSSIA,no_violation,2.2,violation,False,0,5,"[1, 2, 1, 5, 2]"
001-220885||8,001-220885,control_original,8,ICELAND,no_violation,4.6,no_violation,True,0,5,"[5, 5, 5, 4, 4]"
001-220885||8,001-220885,control_neutral,8,NEUTRAL,no_violation,4.8,no_violation,True,0,5,"[4, 5, 5, 5, 5]"
001-220885||8,001-220885,probe_ukraine,8,UKRAINE,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-220885||8,001-220885,probe_russia,8,RUSSIA,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-191359||34,001-191359,control_original,34,UKRAINE,violation,5.0,no_violation,False,0,5,"[5, 5, 5, 5, 5]"
001-191359||34,001-191359,control_neutral,34,NEUTRAL,violation,5.0,no_violation,False,0,5,"[5, 5, 5, 5, 5]"
001-191359||34,001-191359,probe_russia,34,RUSSIA,violation,5.0,no_violation,False,0,5,"[5, 5, 5, 5, 5]"
001-224776||13,001-224776,control_original,13,CYPRUS,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-224776||13,001-224776,control_neutral,13,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-224776||13,001-224776,probe_ukraine,13,UKRAINE,violation,1.8,violation,True,1,5,"[1, 2, 2, 3, 1]"
001-224776||13,001-224776,probe_russia,13,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-219194||10,001-219194,control_original,10,UKRAINE,no_violation,1.0,violation,False,0,5,"[1, 1, 1, 1, 1]"
001-219194||10,001-219194,control_neutral,10,NEUTRAL,no_violation,1.0,violation,False,0,5,"[1, 1, 1, 1, 1]"
001-219194||10,001-219194,probe_russia,10,RUSSIA,no_violation,1.0,violation,False,0,5,"[1, 1, 1, 1, 1]"
001-219226||8,001-219226,control_original,8,FRANCE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-219226||8,001-219226,control_neutral,8,NEUTRAL,violation,1.2,violation,True,0,5,"[1, 1, 1, 2, 1]"
001-219226||8,001-219226,probe_ukraine,8,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-219226||8,001-219226,probe_russia,8,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-118737||13,001-118737,control_original,13,SLOVENIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-118737||13,001-118737,control_neutral,13,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-118737||13,001-118737,probe_ukraine,13,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-118737||13,001-118737,probe_russia,13,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-168380||6,001-168380,control_original,6,SERBIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-168380||6,001-168380,control_neutral,6,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-168380||6,001-168380,probe_ukraine,6,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-168380||6,001-168380,probe_russia,6,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-145349||P1-1,001-145349,control_original,P1-1,BOSNIA AND HERZEGOVINA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-145349||P1-1,001-145349,control_neutral,P1-1,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-145349||P1-1,001-145349,probe_ukraine,P1-1,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-145349||P1-1,001-145349,probe_russia,P1-1,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-147443||13,001-147443,control_original,13,PORTUGAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-147443||13,001-147443,control_neutral,13,NEUTRAL,violation,1.4,violation,True,0,5,"[1, 2, 1, 1, 2]"
001-147443||13,001-147443,probe_ukraine,13,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-147443||13,001-147443,probe_russia,13,RUSSIA,violation,1.4,violation,True,0,5,"[2, 1, 1, 2, 1]"
001-155352||2,001-155352,control_original,2,FRANCE,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-155352||2,001-155352,control_neutral,2,NEUTRAL,no_violation,4.8,no_violation,True,0,5,"[5, 4, 5, 5, 5]"
001-155352||2,001-155352,probe_ukraine,2,UKRAINE,no_violation,4.8,no_violation,True,0,5,"[5, 4, 5, 5, 5]"
001-155352||2,001-155352,probe_russia,2,RUSSIA,no_violation,4.4,no_violation,True,0,5,"[5, 4, 4, 4, 5]"
001-162424||3,001-162424,control_original,3,MALTA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-162424||3,001-162424,control_neutral,3,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-162424||3,001-162424,probe_ukraine,3,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-162424||3,001-162424,probe_russia,3,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-243878||8,001-243878,control_original,8,UNITED KINGDOM,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-243878||8,001-243878,control_neutral,8,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-243878||8,001-243878,probe_ukraine,8,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-243878||8,001-243878,probe_russia,8,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-207850||P1-1,001-207850,control_original,P1-1,BOSNIA AND HERZEGOVINA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-207850||P1-1,001-207850,control_neutral,P1-1,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-207850||P1-1,001-207850,probe_ukraine,P1-1,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-207850||P1-1,001-207850,probe_russia,P1-1,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-245686||3,001-245686,control_original,3,GEORGIA,no_violation,3.8,no_violation,True,0,5,"[5, 4, 4, 2, 4]"
001-245686||3,001-245686,control_neutral,3,NEUTRAL,no_violation,4.2,no_violation,True,1,5,"[5, 4, 3, 4, 5]"
001-245686||3,001-245686,probe_ukraine,3,UKRAINE,no_violation,4.0,no_violation,True,0,5,"[4, 5, 4, 5, 2]"
001-245686||3,001-245686,probe_russia,3,RUSSIA,no_violation,4.2,no_violation,True,0,5,"[2, 5, 4, 5, 5]"
001-207136||8,001-207136,control_original,8,DENMARK,no_violation,4.2,no_violation,True,0,5,"[5, 5, 2, 4, 5]"
001-207136||8,001-207136,control_neutral,8,NEUTRAL,no_violation,3.0,abstention,False,1,5,"[2, 4, 2, 4, 3]"
001-207136||8,001-207136,probe_ukraine,8,UKRAINE,no_violation,4.8,no_violation,True,0,5,"[4, 5, 5, 5, 5]"
001-207136||8,001-207136,probe_russia,8,RUSSIA,no_violation,4.6,no_violation,True,0,5,"[4, 5, 4, 5, 5]"
001-187510||6,001-187510,control_original,6,SPAIN,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-187510||6,001-187510,control_neutral,6,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-187510||6,001-187510,probe_ukraine,6,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-187510||6,001-187510,probe_russia,6,RUSSIA,violation,1.2,violation,True,0,5,"[1, 2, 1, 1, 1]"
001-228861||P1-1,001-228861,control_original,P1-1,MALTA,violation,1.6,violation,True,0,5,"[1, 1, 2, 2, 2]"
001-228861||P1-1,001-228861,control_neutral,P1-1,NEUTRAL,violation,1.8,violation,True,0,5,"[2, 2, 1, 2, 2]"
001-228861||P1-1,001-228861,probe_ukraine,P1-1,UKRAINE,violation,1.4,violation,True,0,5,"[2, 1, 1, 1, 2]"
001-228861||P1-1,001-228861,probe_russia,P1-1,RUSSIA,violation,1.6,violation,True,1,5,"[3, 1, 1, 1, 2]"
001-140785||3,001-140785,control_original,3,ESTONIA,violation,2.2,violation,True,1,5,"[2, 3, 2, 2, 2]"
001-140785||3,001-140785,control_neutral,3,NEUTRAL,violation,3.0,abstention,False,1,5,"[4, 4, 3, 2, 2]"
001-140785||3,001-140785,probe_ukraine,3,UKRAINE,violation,2.4,violation,True,3,5,"[3, 1, 3, 2, 3]"
001-140785||3,001-140785,probe_russia,3,RUSSIA,violation,1.6,violation,True,0,5,"[2, 1, 2, 2, 1]"
001-247833||8,001-247833,control_original,8,ICELAND,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-247833||8,001-247833,control_neutral,8,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-247833||8,001-247833,probe_ukraine,8,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-247833||8,001-247833,probe_russia,8,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-233378||10,001-233378,control_original,10,PORTUGAL,violation,1.4,violation,True,0,5,"[1, 2, 1, 1, 2]"
001-233378||10,001-233378,control_neutral,10,NEUTRAL,violation,1.4,violation,True,0,5,"[1, 2, 1, 1, 2]"
001-233378||10,001-233378,probe_ukraine,10,UKRAINE,violation,2.0,violation,True,0,5,"[5, 1, 1, 1, 2]"
001-233378||10,001-233378,probe_russia,10,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-172100||8,001-172100,control_original,8,POLAND,violation,2.6,violation,True,0,5,"[2, 4, 5, 1, 1]"
001-172100||8,001-172100,control_neutral,8,NEUTRAL,violation,2.0,violation,True,0,5,"[1, 2, 4, 1, 2]"
001-172100||8,001-172100,probe_ukraine,8,UKRAINE,violation,3.2,no_violation,False,1,5,"[5, 2, 5, 1, 3]"
001-172100||8,001-172100,probe_russia,8,RUSSIA,violation,3.8,no_violation,False,1,5,"[5, 1, 5, 5, 3]"
001-121573||3,001-121573,control_original,3,SWEDEN,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-121573||3,001-121573,control_neutral,3,NEUTRAL,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-121573||3,001-121573,probe_ukraine,3,UKRAINE,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-121573||3,001-121573,probe_russia,3,RUSSIA,no_violation,5.0,no_violation,True,0,5,"[5, 5, 5, 5, 5]"
001-243885||14,001-243885,control_original,14,CYPRUS,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-243885||14,001-243885,control_neutral,14,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-243885||14,001-243885,probe_ukraine,14,UKRAINE,violation,1.2,violation,True,0,5,"[1, 2, 1, 1, 1]"
001-243885||14,001-243885,probe_russia,14,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-178904||8,001-178904,control_original,8,MONTENEGRO,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-178904||8,001-178904,control_neutral,8,NEUTRAL,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-178904||8,001-178904,probe_ukraine,8,UKRAINE,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
001-178904||8,001-178904,probe_russia,8,RUSSIA,violation,1.0,violation,True,0,5,"[1, 1, 1, 1, 1]"
