scope,model,label,mode,contrast,cohort_sha256,rule,n,judgments,final_correct_pp,strict_reversal_pp,opposes_original_verdict_pp,final_abstention_pp,final_correct_lower_95,final_correct_upper_95,strict_reversal_lower_95,strict_reversal_upper_95,opposes_original_verdict_lower_95,opposes_original_verdict_upper_95,final_abstention_lower_95,final_abstention_upper_95
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,researcher_minus_no_cue,07c91c54c290942996e9d3d57bb7aec68449a19854d0bfe6a22770afe4a87688,band_40_60,923,923,34.88624052004334,-41.603466955579634,-41.603466955579634,0.0,31.31094257854821,38.24756229685806,-44.7453954496208,-38.46153846153846,-44.7453954496208,-38.46153846153846,0.0,0.0
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,researcher_minus_no_cue,07c91c54c290942996e9d3d57bb7aec68449a19854d0bfe6a22770afe4a87688,band_45_55,923,923,34.88624052004334,-41.603466955579634,-41.603466955579634,0.0,31.31094257854821,38.24756229685806,-44.7453954496208,-38.46153846153846,-44.7453954496208,-38.46153846153846,0.0,0.0
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,researcher_minus_no_cue,07c91c54c290942996e9d3d57bb7aec68449a19854d0bfe6a22770afe4a87688,band_35_65,923,923,34.88624052004334,-41.603466955579634,-41.603466955579634,0.0,31.31094257854821,38.24756229685806,-44.7453954496208,-38.46153846153846,-44.7453954496208,-38.46153846153846,0.0,0.0
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,researcher_minus_no_cue,07c91c54c290942996e9d3d57bb7aec68449a19854d0bfe6a22770afe4a87688,binary_50_tie_violation,923,923,34.88624052004334,-41.603466955579634,-41.603466955579634,0.0,31.31094257854821,38.24756229685806,-44.7453954496208,-38.46153846153846,-44.7453954496208,-38.46153846153846,0.0,0.0
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,static,researcher_minus_no_cue,07c91c54c290942996e9d3d57bb7aec68449a19854d0bfe6a22770afe4a87688,binary_50_tie_no_violation,923,923,34.88624052004334,-41.603466955579634,-41.603466955579634,0.0,31.31094257854821,38.24756229685806,-44.7453954496208,-38.46153846153846,-44.7453954496208,-38.46153846153846,0.0,0.0
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,researcher_minus_no_cue,e2bbecb08a9453adb905b507157df0c3d399b3ae2edd1170f2bc0616658f81aa,band_40_60,730,730,38.35616438356164,-49.589041095890416,-49.589041095890416,0.0,33.83561643835616,42.602739726027394,-53.15068493150685,-46.02739726027397,-53.15068493150685,-46.02739726027397,0.0,0.0
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,researcher_minus_no_cue,e2bbecb08a9453adb905b507157df0c3d399b3ae2edd1170f2bc0616658f81aa,band_45_55,730,730,38.35616438356164,-49.589041095890416,-49.589041095890416,0.0,33.83561643835616,42.602739726027394,-53.15068493150685,-46.02739726027397,-53.15068493150685,-46.02739726027397,0.0,0.0
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,researcher_minus_no_cue,e2bbecb08a9453adb905b507157df0c3d399b3ae2edd1170f2bc0616658f81aa,band_35_65,730,730,38.35616438356164,-49.589041095890416,-49.589041095890416,0.0,33.83561643835616,42.602739726027394,-53.15068493150685,-46.02739726027397,-53.15068493150685,-46.02739726027397,0.0,0.0
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,researcher_minus_no_cue,e2bbecb08a9453adb905b507157df0c3d399b3ae2edd1170f2bc0616658f81aa,binary_50_tie_violation,730,730,38.35616438356164,-49.589041095890416,-49.589041095890416,0.0,33.83561643835616,42.602739726027394,-53.15068493150685,-46.02739726027397,-53.15068493150685,-46.02739726027397,0.0,0.0
within_model_mode,openai/gpt-5.6-sol,GPT-5.6-sol,adaptive,researcher_minus_no_cue,e2bbecb08a9453adb905b507157df0c3d399b3ae2edd1170f2bc0616658f81aa,binary_50_tie_no_violation,730,730,38.35616438356164,-49.589041095890416,-49.589041095890416,0.0,33.83561643835616,42.602739726027394,-53.15068493150685,-46.02739726027397,-53.15068493150685,-46.02739726027397,0.0,0.0
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,researcher_minus_no_cue,5a9a792f2e83ebf3a8d3b6dff998723b28917002684985c0a5edf5dec936f5c7,band_40_60,603,603,3.316749585406302,-6.301824212271974,-6.301824212271974,0.0,1.3266998341625207,5.472636815920398,-8.457711442786069,-4.311774461028192,-8.457711442786069,-4.311774461028192,0.0,0.0
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,researcher_minus_no_cue,5a9a792f2e83ebf3a8d3b6dff998723b28917002684985c0a5edf5dec936f5c7,band_45_55,603,603,3.316749585406302,-6.301824212271974,-6.301824212271974,0.0,1.3266998341625207,5.472636815920398,-8.457711442786069,-4.311774461028192,-8.457711442786069,-4.311774461028192,0.0,0.0
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,researcher_minus_no_cue,5a9a792f2e83ebf3a8d3b6dff998723b28917002684985c0a5edf5dec936f5c7,band_35_65,603,603,3.316749585406302,-6.301824212271974,-6.301824212271974,0.0,1.3266998341625207,5.472636815920398,-8.457711442786069,-4.311774461028192,-8.457711442786069,-4.311774461028192,0.0,0.0
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,researcher_minus_no_cue,5a9a792f2e83ebf3a8d3b6dff998723b28917002684985c0a5edf5dec936f5c7,binary_50_tie_violation,603,603,3.316749585406302,-6.301824212271974,-6.301824212271974,0.0,1.3266998341625207,5.472636815920398,-8.457711442786069,-4.311774461028192,-8.457711442786069,-4.311774461028192,0.0,0.0
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,static,researcher_minus_no_cue,5a9a792f2e83ebf3a8d3b6dff998723b28917002684985c0a5edf5dec936f5c7,binary_50_tie_no_violation,603,603,3.316749585406302,-6.301824212271974,-6.301824212271974,0.0,1.3266998341625207,5.472636815920398,-8.457711442786069,-4.311774461028192,-8.457711442786069,-4.311774461028192,0.0,0.0
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,researcher_minus_no_cue,499d74bbbcf3f21bb77f7b1284c2bb57b9e9aec14107a57f03333c28336de511,band_40_60,383,383,5.7441253263707575,-9.138381201044385,-9.138381201044385,0.5221932114882507,2.8720626631853787,8.616187989556137,-12.27154046997389,-6.005221932114883,-12.27154046997389,-6.005221932114883,-0.5221932114882507,1.566579634464752
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,researcher_minus_no_cue,499d74bbbcf3f21bb77f7b1284c2bb57b9e9aec14107a57f03333c28336de511,band_45_55,383,383,5.7441253263707575,-9.138381201044385,-9.138381201044385,0.5221932114882507,2.8720626631853787,8.616187989556137,-12.27154046997389,-6.005221932114883,-12.27154046997389,-6.005221932114883,-0.5221932114882507,1.566579634464752
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,researcher_minus_no_cue,499d74bbbcf3f21bb77f7b1284c2bb57b9e9aec14107a57f03333c28336de511,band_35_65,383,383,5.7441253263707575,-9.138381201044385,-9.138381201044385,0.5221932114882507,2.8720626631853787,8.616187989556137,-12.27154046997389,-6.005221932114883,-12.27154046997389,-6.005221932114883,-0.5221932114882507,1.566579634464752
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,researcher_minus_no_cue,499d74bbbcf3f21bb77f7b1284c2bb57b9e9aec14107a57f03333c28336de511,binary_50_tie_violation,383,383,6.266318537859007,-9.39947780678851,-9.39947780678851,0.0,3.133159268929504,9.399477806788513,-12.532637075718016,-6.527415143603133,-12.532637075718016,-6.527415143603133,0.0,0.0
within_model_mode,deepseek/deepseek-v4-pro,DeepSeek V4 Pro,adaptive,researcher_minus_no_cue,499d74bbbcf3f21bb77f7b1284c2bb57b9e9aec14107a57f03333c28336de511,binary_50_tie_no_violation,383,383,5.7441253263707575,-8.355091383812011,-8.355091383812011,0.0,2.8720626631853787,8.616187989556137,-11.488250652741515,-5.483028720626632,-11.488250652741515,-5.483028720626632,0.0,0.0
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,researcher_minus_no_cue,cbab00e1eca6d5f76d48bd7b7275c3f2e9c0dfab7a81ae672b4f4abd2b3f2f31,band_40_60,849,849,2.1201413427561837,-4.946996466431095,-4.946996466431095,0.11778563015312131,0.35335689045936397,3.8869257950530036,-6.713780918727915,-3.297997644287397,-6.713780918727915,-3.297997644287397,0.0,0.35335689045936397
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,researcher_minus_no_cue,cbab00e1eca6d5f76d48bd7b7275c3f2e9c0dfab7a81ae672b4f4abd2b3f2f31,band_45_55,849,849,2.237926972909305,-4.829210836277975,-4.829210836277975,0.0,0.4711425206124853,4.004711425206125,-6.595995288574794,-3.1802120141342756,-6.595995288574794,-3.1802120141342756,0.0,0.0
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,researcher_minus_no_cue,cbab00e1eca6d5f76d48bd7b7275c3f2e9c0dfab7a81ae672b4f4abd2b3f2f31,band_35_65,849,849,2.1201413427561837,-4.829210836277975,-4.946996466431095,0.11778563015312131,0.35335689045936397,3.8869257950530036,-6.595995288574794,-3.1802120141342756,-6.713780918727915,-3.297997644287397,0.0,0.35335689045936397
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,researcher_minus_no_cue,cbab00e1eca6d5f76d48bd7b7275c3f2e9c0dfab7a81ae672b4f4abd2b3f2f31,binary_50_tie_violation,849,849,2.237926972909305,-4.829210836277975,-4.829210836277975,0.0,0.4711425206124853,4.004711425206125,-6.595995288574794,-3.1802120141342756,-6.595995288574794,-3.1802120141342756,0.0,0.0
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,static,researcher_minus_no_cue,cbab00e1eca6d5f76d48bd7b7275c3f2e9c0dfab7a81ae672b4f4abd2b3f2f31,binary_50_tie_no_violation,849,849,2.237926972909305,-4.829210836277975,-4.829210836277975,0.0,0.4711425206124853,4.004711425206125,-6.595995288574794,-3.1802120141342756,-6.595995288574794,-3.1802120141342756,0.0,0.0
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,researcher_minus_no_cue,39bfb638cca76dc229c130d6bb69a98bed2ae826b13ba4bee632ce64e12fd2ce,band_40_60,596,596,3.1879194630872485,-5.704697986577181,-5.704697986577181,0.16778523489932887,-0.6711409395973155,7.214765100671141,-9.563758389261745,-1.8456375838926173,-9.563758389261745,-1.8456375838926173,-0.8389261744966443,1.174496644295302
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,researcher_minus_no_cue,39bfb638cca76dc229c130d6bb69a98bed2ae826b13ba4bee632ce64e12fd2ce,band_45_55,596,596,3.0201342281879198,-5.704697986577181,-5.704697986577181,0.33557046979865773,-1.0067114093959733,7.046979865771812,-9.731543624161073,-1.8456375838926173,-9.731543624161073,-1.8456375838926173,-0.6711409395973155,1.342281879194631
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,researcher_minus_no_cue,39bfb638cca76dc229c130d6bb69a98bed2ae826b13ba4bee632ce64e12fd2ce,band_35_65,596,596,3.1879194630872485,-6.375838926174497,-6.0402684563758395,0.5033557046979865,-0.6711409395973155,7.214765100671141,-10.234899328859061,-2.5167785234899327,-10.06711409395973,-2.1770134228188147,-0.6711409395973155,1.6778523489932886
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,researcher_minus_no_cue,39bfb638cca76dc229c130d6bb69a98bed2ae826b13ba4bee632ce64e12fd2ce,binary_50_tie_violation,596,596,3.3557046979865772,-5.704697986577181,-5.704697986577181,0.0,-0.6711409395973155,7.386744966442929,-9.731543624161073,-1.8456375838926173,-9.731543624161073,-1.8456375838926173,0.0,0.0
within_model_mode,deepseek/deepseek-v4-flash,DeepSeek V4 Flash,adaptive,researcher_minus_no_cue,39bfb638cca76dc229c130d6bb69a98bed2ae826b13ba4bee632ce64e12fd2ce,binary_50_tie_no_violation,596,596,3.0201342281879198,-5.369127516778524,-5.369127516778524,0.0,-0.8389261744966443,7.046979865771812,-9.228187919463087,-1.5100671140939597,-9.228187919463087,-1.5100671140939597,0.0,0.0
within_model_mode,qwen/qwen3-235b-a22b,Qwen3-235B,static,researcher_minus_no_cue,b74b10e3f8455d92346c852f33ccbbec570a45970fdd0700cb7f240d88b8d42a,band_40_60,830,830,0.0,0.0,0.0,0.0,-0.8433734939759037,0.8433734939759037,-0.8433734939759037,0.8433734939759037,-0.8433734939759037,0.8433734939759037,0.0,0.0
within_model_mode,qwen/qwen3-235b-a22b,Qwen3-235B,static,researcher_minus_no_cue,b74b10e3f8455d92346c852f33ccbbec570a45970fdd0700cb7f240d88b8d42a,band_45_55,830,830,0.0,0.0,0.0,0.0,-0.8433734939759037,0.8433734939759037,-0.8433734939759037,0.8433734939759037,-0.8433734939759037,0.8433734939759037,0.0,0.0
within_model_mode,qwen/qwen3-235b-a22b,Qwen3-235B,static,researcher_minus_no_cue,b74b10e3f8455d92346c852f33ccbbec570a45970fdd0700cb7f240d88b8d42a,band_35_65,830,830,0.0,0.0,0.0,0.0,-0.8433734939759037,0.8433734939759037,-0.8433734939759037,0.8433734939759037,-0.8433734939759037,0.8433734939759037,0.0,0.0
within_model_mode,qwen/qwen3-235b-a22b,Qwen3-235B,static,researcher_minus_no_cue,b74b10e3f8455d92346c852f33ccbbec570a45970fdd0700cb7f240d88b8d42a,binary_50_tie_violation,830,830,0.0,0.0,0.0,0.0,-0.8433734939759037,0.8433734939759037,-0.8433734939759037,0.8433734939759037,-0.8433734939759037,0.8433734939759037,0.0,0.0
within_model_mode,qwen/qwen3-235b-a22b,Qwen3-235B,static,researcher_minus_no_cue,b74b10e3f8455d92346c852f33ccbbec570a45970fdd0700cb7f240d88b8d42a,binary_50_tie_no_violation,830,830,0.0,0.0,0.0,0.0,-0.8433734939759037,0.8433734939759037,-0.8433734939759037,0.8433734939759037,-0.8433734939759037,0.8433734939759037,0.0,0.0
within_model_mode,qwen/qwen3-235b-a22b,Qwen3-235B,adaptive,researcher_minus_no_cue,098fc8430f1b0a84ece37c043470ece72b5d1039f05f8b70660f98e0213297a7,band_40_60,552,552,1.2681159420289856,-2.898550724637681,-2.898550724637681,1.2681159420289856,-1.9927536231884058,4.7101449275362315,-6.340579710144928,0.7246376811594203,-6.340579710144928,0.7246376811594203,-0.18115942028985507,2.898550724637681
within_model_mode,qwen/qwen3-235b-a22b,Qwen3-235B,adaptive,researcher_minus_no_cue,098fc8430f1b0a84ece37c043470ece72b5d1039f05f8b70660f98e0213297a7,band_45_55,552,552,1.8115942028985508,-3.260869565217391,-3.260869565217391,1.6304347826086956,-1.4492753623188406,5.072463768115942,-6.521739130434782,0.36231884057971014,-6.521739130434782,0.36231884057971014,0.5434782608695652,2.898550724637681
within_model_mode,qwen/qwen3-235b-a22b,Qwen3-235B,adaptive,researcher_minus_no_cue,098fc8430f1b0a84ece37c043470ece72b5d1039f05f8b70660f98e0213297a7,band_35_65,552,552,1.2681159420289856,-3.4420289855072466,-3.260869565217391,1.6304347826086956,-1.9927536231884058,4.7101449275362315,-6.884057971014493,0.18115942028985507,-6.702898550724638,0.36231884057971014,0.18115942028985507,3.4420289855072466
within_model_mode,qwen/qwen3-235b-a22b,Qwen3-235B,adaptive,researcher_minus_no_cue,098fc8430f1b0a84ece37c043470ece72b5d1039f05f8b70660f98e0213297a7,binary_50_tie_violation,552,552,2.898550724637681,-3.260869565217391,-3.260869565217391,0.0,-0.36231884057971014,6.340579710144928,-6.521739130434782,0.36231884057971014,-6.521739130434782,0.36231884057971014,0.0,0.0
within_model_mode,qwen/qwen3-235b-a22b,Qwen3-235B,adaptive,researcher_minus_no_cue,098fc8430f1b0a84ece37c043470ece72b5d1039f05f8b70660f98e0213297a7,binary_50_tie_no_violation,552,552,1.9927536231884055,-1.6304347826086956,-1.6304347826086956,0.0,-1.2681159420289856,5.258152173913018,-4.891304347826087,1.8115942028985508,-4.891304347826087,1.8115942028985508,0.0,0.0
within_model_mode,qwen/qwen3-32b,Qwen3-32B,static,researcher_minus_no_cue,26ec899298346313fa2ad5cbb4d32befa0c490a017ecf4f39c4ac43d22e08c9e,band_40_60,863,863,0.0,0.0,0.0,0.11587485515643105,-0.6952491309385863,0.6952491309385863,-0.6952491309385863,0.5793742757821553,-0.6952491309385863,0.5793742757821553,0.0,0.34762456546929316
within_model_mode,qwen/qwen3-32b,Qwen3-32B,static,researcher_minus_no_cue,26ec899298346313fa2ad5cbb4d32befa0c490a017ecf4f39c4ac43d22e08c9e,band_45_55,863,863,0.11587485515643105,0.11587485515643105,0.11587485515643105,0.0,-0.46349942062572425,0.8111239860950173,-0.46349942062572425,0.6952491309385863,-0.46349942062572425,0.6952491309385863,0.0,0.0
within_model_mode,qwen/qwen3-32b,Qwen3-32B,static,researcher_minus_no_cue,26ec899298346313fa2ad5cbb4d32befa0c490a017ecf4f39c4ac43d22e08c9e,band_35_65,863,863,0.11587485515643105,0.11587485515643105,0.11587485515643105,0.0,-0.5793742757821553,0.8111239860950173,-0.5793742757821553,0.8111239860950173,-0.5793742757821553,0.8111239860950173,-0.34762456546929316,0.34762456546929316
within_model_mode,qwen/qwen3-32b,Qwen3-32B,static,researcher_minus_no_cue,26ec899298346313fa2ad5cbb4d32befa0c490a017ecf4f39c4ac43d22e08c9e,binary_50_tie_violation,863,863,0.11587485515643105,0.11587485515643105,0.11587485515643105,0.0,-0.46349942062572425,0.8111239860950173,-0.46349942062572425,0.6952491309385863,-0.46349942062572425,0.6952491309385863,0.0,0.0
within_model_mode,qwen/qwen3-32b,Qwen3-32B,static,researcher_minus_no_cue,26ec899298346313fa2ad5cbb4d32befa0c490a017ecf4f39c4ac43d22e08c9e,binary_50_tie_no_violation,863,863,0.11587485515643105,0.11587485515643105,0.11587485515643105,0.0,-0.46349942062572425,0.8111239860950173,-0.46349942062572425,0.6952491309385863,-0.46349942062572425,0.6952491309385863,0.0,0.0
within_model_mode,qwen/qwen3-32b,Qwen3-32B,adaptive,researcher_minus_no_cue,1e5ccb0aaaeb927139df06c97f9f3cddd9aa9e9d5b996fa1842b44cec8526b16,band_40_60,589,589,-0.3395585738539898,-1.5280135823429541,-1.5280135823429541,0.1697792869269949,-2.3769100169779285,1.5280135823429541,-4.074702886247878,1.0186757215619695,-4.074702886247878,1.0186757215619695,-1.3582342954159592,1.867572156196944
within_model_mode,qwen/qwen3-32b,Qwen3-32B,adaptive,researcher_minus_no_cue,1e5ccb0aaaeb927139df06c97f9f3cddd9aa9e9d5b996fa1842b44cec8526b16,band_45_55,589,589,-0.1697792869269949,-1.1884550084889642,-1.1884550084889642,-0.3395585738539898,-2.2071307300509337,1.697792869269949,-3.565365025466893,1.1884550084889642,-3.565365025466893,1.1884550084889642,-1.697792869269949,0.8488964346349746
within_model_mode,qwen/qwen3-32b,Qwen3-32B,adaptive,researcher_minus_no_cue,1e5ccb0aaaeb927139df06c97f9f3cddd9aa9e9d5b996fa1842b44cec8526b16,band_35_65,589,589,-0.5093378607809848,-1.5280135823429541,-1.5280135823429541,0.3395585738539898,-2.5466893039049237,1.3582342954159592,-4.074702886247878,1.0186757215619695,-4.074702886247878,1.0186757215619695,-1.3582342954159592,2.037351443123939
within_model_mode,qwen/qwen3-32b,Qwen3-32B,adaptive,researcher_minus_no_cue,1e5ccb0aaaeb927139df06c97f9f3cddd9aa9e9d5b996fa1842b44cec8526b16,binary_50_tie_violation,589,589,-0.8488964346349746,-1.1884550084889642,-1.1884550084889642,0.0,-3.0560271646859083,1.3582342954159592,-3.395585738539898,1.1884550084889642,-3.395585738539898,1.1884550084889642,0.0,0.0
within_model_mode,qwen/qwen3-32b,Qwen3-32B,adaptive,researcher_minus_no_cue,1e5ccb0aaaeb927139df06c97f9f3cddd9aa9e9d5b996fa1842b44cec8526b16,binary_50_tie_no_violation,589,589,0.0,-1.3582342954159592,-1.3582342954159592,0.0,-2.2071307300509337,2.037351443123939,-3.395585738539898,0.6791171477079796,-3.395585738539898,0.6791171477079796,0.0,0.0
three_roles,anthropic/claude-opus-4.6,Claude Opus 4.6,static,researcher_minus_no_cue,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,band_40_60,874,874,50.45766590389016,-91.64759725400458,-91.64759725400458,0.0,45.08009153318078,55.49485125858122,-93.36384439359267,-89.7025171624714,-93.36384439359267,-89.7025171624714,0.0,0.0
three_roles,anthropic/claude-opus-4.6,Claude Opus 4.6,static,lawyer_minus_researcher,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,band_40_60,874,874,-7.322654462242563,27.80320366132723,27.80320366132723,0.11441647597254005,-10.640732265446225,-4.004576659038902,24.82837528604119,30.892448512585812,24.82837528604119,30.892448512585812,0.0,0.34324942791762014
three_roles,anthropic/claude-opus-4.6,Claude Opus 4.6,static,researcher_minus_no_cue,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,band_45_55,874,874,50.45766590389016,-91.64759725400458,-91.64759725400458,0.0,45.08009153318078,55.49485125858122,-93.36384439359267,-89.7025171624714,-93.36384439359267,-89.7025171624714,0.0,0.0
three_roles,anthropic/claude-opus-4.6,Claude Opus 4.6,static,lawyer_minus_researcher,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,band_45_55,874,874,-7.322654462242563,27.80320366132723,27.80320366132723,0.11441647597254005,-10.640732265446225,-4.004576659038902,24.82837528604119,30.892448512585812,24.82837528604119,30.892448512585812,0.0,0.34324942791762014
three_roles,anthropic/claude-opus-4.6,Claude Opus 4.6,static,researcher_minus_no_cue,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,band_35_65,874,874,46.10983981693364,-83.86727688787185,-91.64759725400458,7.780320366132723,40.732265446224254,51.37299771167048,-86.15560640732265,-81.46453089244851,-93.36384439359267,-89.7025171624714,6.064073226544623,9.610983981693364
three_roles,anthropic/claude-opus-4.6,Claude Opus 4.6,static,lawyer_minus_researcher,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,band_35_65,874,874,-4.004576659038902,21.73913043478261,27.57437070938215,-5.606407322654462,-6.979405034324943,-0.8009153318077803,19.107551487414188,24.48512585812357,24.71395881006865,30.549199084668192,-7.2082379862700225,-4.118993135011442
three_roles,anthropic/claude-opus-4.6,Claude Opus 4.6,static,researcher_minus_no_cue,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,binary_50_tie_violation,874,874,50.45766590389016,-91.64759725400458,-91.64759725400458,0.0,45.08009153318078,55.49485125858122,-93.36384439359267,-89.7025171624714,-93.36384439359267,-89.7025171624714,0.0,0.0
three_roles,anthropic/claude-opus-4.6,Claude Opus 4.6,static,lawyer_minus_researcher,ed293a862c3a494da0bb9a768e4b20c4847a7865744470c7bedd72bfdb18cf2e,binary_50_tie_violation,874,874,-7.322654462242563,27.91762013729977,27.91762013729977,0.0,-10.640732265446225,-4.004576659038902,24.94279176201373,30.892448512585812,24.94279176201373,30.892448512585812,0.0,0.0
